,timestamp,attention,meditation,theta,delta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,poor_signal,blink_strength,IBI,BPM,CVNN,SDNN,RMSSD,SDNN_over_RMSSD,pNN10,pNN20,pNN30,pNN40,pNN50,LF,HF,LF_over_HF,stimu_num
1137,2023-09-19_14:34:44.720040,40,53,15667,15131,19944,20541,5170,13224,6930,2052,0,0,742,79,0.093538624,72.39889502,115.7708795,0.625363609,0.933333333,0.7,0.633333333,0.533333333,0.4,27.32030301,103.2731531,0.264544097,2
1138,2023-09-19_14:34:45.744535,47,48,23541,1610,8938,5085,3777,11516,2751,2016,0,0,744,79,0.082088988,63.96373973,82.01934171,0.779861657,0.9,0.666666667,0.6,0.5,0.366666667,27.29390976,98.73789568,0.276427906,2
1139,2023-09-19_14:34:46.767483,37,54,34304,15932,11192,20226,4814,12289,5223,2664,0,0,710,80,0.059365655,45.57699225,68.05778478,0.669680807,0.9,0.633333333,0.566666667,0.466666667,0.3,26.93306226,85.89978439,0.313540511,2
1140,2023-09-19_14:34:47.794095,44,38,28600,12372,30423,11703,7613,11809,2979,3614,0,0,640,82,0.066593607,50.89527374,68.50320909,0.742961891,0.9,0.633333333,0.566666667,0.5,0.333333333,27.33361674,102.6199869,0.266357632,2
1141,2023-09-19_14:34:48.810211,43,53,2268,10603,8778,19136,5901,7341,2337,2365,0,0,792,79,0.066923071,51.16491854,75.79191113,0.675070964,0.933333333,0.666666667,0.566666667,0.5,0.333333333,26.9686875,74.66175843,0.361211523,2
1142,2023-09-19_14:34:49.837551,41,44,48146,10166,15776,3680,7820,11120,10926,1665,0,0,782,80,0.066923071,51.16491854,75.41242923,0.67846798,0.933333333,0.666666667,0.566666667,0.5,0.333333333,26.93106224,83.19765276,0.323699784,2
1143,2023-09-19_14:34:50.859975,53,54,11032,7115,9677,6415,5620,13648,2218,812,0,0,738,80,0.066972356,51.19813365,75.7627877,0.675768873,0.933333333,0.666666667,0.566666667,0.5,0.333333333,27.29521762,102.1220039,0.267280474,2
1144,2023-09-19_14:34:51.878855,50,56,27417,41722,38468,11193,7665,9451,4474,3507,0,0,786,80,0.067225481,51.38715793,75.79282106,0.677995056,0.933333333,0.666666667,0.6,0.5,0.333333333,27.21307887,76.73114767,0.354654918,2
1145,2023-09-19_14:34:52.904235,57,47,10396,5122,18882,3872,6976,20670,2847,648,0,0,776,79,0.06647718,50.73981562,74.81840083,0.67817295,0.933333333,0.633333333,0.566666667,0.5,0.333333333,27.05428531,79.51721122,0.340231818,2
1146,2023-09-19_14:34:53.923408,54,53,48683,10530,18577,15498,8059,8521,4632,4565,0,0,644,80,0.072377109,55.00177775,78.22513927,0.703121506,0.933333333,0.633333333,0.566666667,0.5,0.333333333,27.44134028,100.8839335,0.272009024,2
1147,2023-09-19_14:34:54.952879,47,48,26581,14786,3598,9548,5875,7591,6507,1383,0,0,746,78,0.073813836,56.10343622,86.71475235,0.646988369,0.933333333,0.666666667,0.6,0.533333333,0.4,27.45600769,77.47348345,0.354392322,2
1148,2023-09-19_14:34:55.968843,50,41,15747,17180,11286,9072,11524,6672,7339,925,0,0,766,78,0.072961974,55.34895362,86.74337896,0.638076984,0.933333333,0.666666667,0.566666667,0.533333333,0.4,27.28265589,82.63947957,0.330140703,2
1149,2023-09-19_14:34:56.986416,41,47,6173,19923,15486,4689,4432,6231,3158,2728,0,0,746,79,0.072648813,54.9951513,86.10498804,0.638698786,0.933333333,0.7,0.566666667,0.533333333,0.4,27.54463775,99.47100558,0.276911222,2
1150,2023-09-19_14:34:58.008596,51,47,27133,58657,24814,2958,13613,15462,5069,4795,0,0,704,80,0.072553408,54.63755322,84.84956261,0.643934412,0.933333333,0.666666667,0.5,0.466666667,0.333333333,27.61412046,75.8863948,0.363887631,2
1151,2023-09-19_14:34:59.038845,53,41,22063,18540,8414,2705,21924,8787,8675,3583,0,0,780,80,0.071697009,53.92571022,85.99518832,0.627078227,0.933333333,0.7,0.533333333,0.5,0.366666667,27.52997658,85.66144421,0.321381187,2
1152,2023-09-19_14:35:00.061959,47,41,69505,36875,32721,22217,17435,12344,7810,4706,0,0,776,80,0.071126465,53.44442596,85.67701981,0.623789507,0.9,0.7,0.533333333,0.5,0.366666667,27.7527272,99.30251234,0.279476587,2
1153,2023-09-19_14:35:01.078618,53,35,25352,61665,7610,22594,11354,28301,14913,8584,0,0,742,79,0.070893572,53.14654792,85.72530307,0.619963372,0.866666667,0.666666667,0.533333333,0.466666667,0.366666667,27.97174141,78.18884511,0.357745934,2
1154,2023-09-19_14:35:02.108926,56,34,22821,26303,17373,12200,19338,19357,9992,2494,0,0,768,80,0.070348834,52.68189653,85.84830246,0.613662647,0.866666667,0.7,0.533333333,0.466666667,0.366666667,27.74738266,84.05882338,0.330094826,2
1155,2023-09-19_14:35:03.139282,53,40,90626,599429,16625,36796,11698,22939,7023,13231,0,0,724,80,0.07018338,52.51120515,83.21803518,0.63100751,0.866666667,0.7,0.533333333,0.466666667,0.333333333,28.27901849,91.69678285,0.308397063,2
1156,2023-09-19_14:35:04.169261,44,27,242308,562193,20293,22833,16998,12337,6202,2367,0,0,662,81,0.066103323,49.55105112,68.75142632,0.720727609,0.866666667,0.7,0.533333333,0.466666667,0.333333333,28.07506695,78.25167017,0.35877914,2
1157,2023-09-19_14:35:05.185342,41,27,28223,593692,28566,7796,16477,23214,15521,2388,0,0,574,83,0.075349036,55.45689016,65.16398413,0.851035904,0.866666667,0.666666667,0.5,0.433333333,0.3,28.50432371,85.6728311,0.332711355,2
1158,2023-09-19_14:35:06.205963,41,35,10575,7170,20018,11016,9731,14532,11982,7443,0,0,654,84,0.077604059,57.00276796,66.33457516,0.859322123,0.866666667,0.666666667,0.5,0.433333333,0.3,28.02775882,83.93703754,0.333914082,2
1159,2023-09-19_14:35:07.227156,40,51,6370,6251,44329,7854,5561,7807,18496,6931,0,0,712,85,0.077877879,57.12602054,67.20221671,0.850061551,0.866666667,0.666666667,0.5,0.433333333,0.333333333,28.16669954,99.27742987,0.28371705,2
1160,2023-09-19_14:35:08.254776,54,64,7194,4053,5547,5578,5050,4005,7900,6713,0,0,932,81,0.103187197,77.00516577,79.84554054,0.964426632,0.9,0.7,0.533333333,0.466666667,0.366666667,28.4855262,98.06103578,0.290487715,2
1161,2023-09-19_14:35:09.279073,51,70,7276,10910,20904,8524,10512,10011,3415,1489,0,0,932,81,0.103187197,77.00516577,79.84554054,0.964426632,0.9,0.7,0.533333333,0.466666667,0.366666667,28.4855262,98.06103578,0.290487715,2
1162,2023-09-19_14:35:10.306246,44,78,6479,10838,4905,30197,6773,6314,3216,3431,0,0,932,81,0.103187197,77.00516577,79.84554054,0.964426632,0.9,0.7,0.533333333,0.466666667,0.366666667,28.4855262,98.06103578,0.290487715,2
1163,2023-09-19_14:35:11.330241,48,64,22619,183074,13412,5347,5612,8616,5303,3525,0,0,932,81,0.103187197,77.00516577,79.84554054,0.964426632,0.9,0.7,0.533333333,0.466666667,0.366666667,28.4855262,98.06103578,0.290487715,2
1164,2023-09-19_14:35:12.346363,44,64,40557,42152,23261,18711,15746,12348,5772,1120,0,0,932,81,0.103187197,77.00516577,79.84554054,0.964426632,0.9,0.7,0.533333333,0.466666667,0.366666667,28.4855262,98.06103578,0.290487715,2
1165,2023-09-19_14:35:13.379745,43,63,16116,48264,12571,19003,6736,10541,2695,5705,0,0,932,81,0.103187197,77.00516577,79.84554054,0.964426632,0.9,0.7,0.533333333,0.466666667,0.366666667,28.4855262,98.06103578,0.290487715,2
1166,2023-09-19_14:35:14.403528,48,50,31737,43782,15902,9349,5541,14059,5391,2482,0,0,932,81,0.103187197,77.00516577,79.84554054,0.964426632,0.9,0.7,0.533333333,0.466666667,0.366666667,28.4855262,98.06103578,0.290487715,2
1167,2023-09-19_14:35:15.426573,51,54,9067,14423,5666,18717,5409,12094,6996,3036,0,0,932,81,0.103187197,77.00516577,79.84554054,0.964426632,0.9,0.7,0.533333333,0.466666667,0.366666667,28.4855262,98.06103578,0.290487715,2
1168,2023-09-19_14:35:16.444371,56,53,25995,23399,1586,22047,10366,12711,3080,2012,0,0,932,81,0.103187197,77.00516577,79.84554054,0.964426632,0.9,0.7,0.533333333,0.466666667,0.366666667,28.4855262,98.06103578,0.290487715,2
1169,2023-09-19_14:35:17.470424,50,51,24722,13515,8960,19402,7342,5694,2746,1396,0,0,776,48,0.158451987,122.0397203,137.1588558,0.889769163,0.9,0.7,0.533333333,0.466666667,0.4,29.05557692,99.988711,0.290588574,2
1170,2023-09-19_14:35:18.492734,44,61,10304,2048,11878,18090,3625,5815,2339,1905,0,0,776,48,0.158451987,122.0397203,137.1588558,0.889769163,0.9,0.7,0.533333333,0.466666667,0.4,29.05557692,99.988711,0.290588574,2
1171,2023-09-19_14:35:19.515408,48,44,27099,2975,4520,6437,18438,16470,3535,3524,0,0,776,48,0.158451987,122.0397203,137.1588558,0.889769163,0.9,0.7,0.533333333,0.466666667,0.4,29.05557692,99.988711,0.290588574,2
1172,2023-09-19_14:35:20.539392,50,40,20763,31696,5357,7048,10566,10256,5077,3213,0,0,776,48,0.158451987,122.0397203,137.1588558,0.889769163,0.9,0.7,0.533333333,0.466666667,0.4,29.05557692,99.988711,0.290588574,2
1173,2023-09-19_14:35:21.555863,53,37,31824,1423,14306,7112,7999,7331,4676,2446,0,0,772,77,0.158389487,121.7698375,137.1000138,0.888182533,0.866666667,0.666666667,0.5,0.433333333,0.366666667,30.20030608,95.9120762,0.314874907,2
1174,2023-09-19_14:35:22.572236,53,23,27636,25018,4425,10474,9060,6684,2925,913,0,0,850,77,0.159044072,122.5805676,137.8504937,0.889228354,0.866666667,0.666666667,0.533333333,0.466666667,0.4,30.46705518,90.15748388,0.337931516,2
1175,2023-09-19_14:35:23.595209,44,35,27426,5571,8954,14830,5116,8840,2594,1971,0,0,878,75,0.160319804,124.07684,137.7063342,0.901024929,0.866666667,0.7,0.533333333,0.466666667,0.4,30.74956935,88.0878649,0.349078382,2
1176,2023-09-19_14:35:24.621764,34,40,76916,67844,51755,1441,7015,11086,3099,1373,0,0,842,74,0.160150836,125.0564495,137.610144,0.90877348,0.866666667,0.7,0.5,0.433333333,0.4,31.3912406,100.8855894,0.311156834,2
1177,2023-09-19_14:35:25.642502,34,47,9137,11834,24178,6226,13793,6514,4476,2043,0,0,822,74,0.160181338,125.2724852,137.6477263,0.910094839,0.866666667,0.7,0.466666667,0.433333333,0.4,32.09518578,105.4566963,0.304344692,2
1178,2023-09-19_14:35:26.671279,37,56,10567,10778,14388,8688,6755,7353,2347,2569,0,0,812,73,0.160074476,125.3810016,135.4603899,0.925591619,0.866666667,0.7,0.466666667,0.433333333,0.4,33.42723625,100.186339,0.333650641,2
1179,2023-09-19_14:35:27.681496,38,57,15023,6647,17309,8677,8156,9074,5013,2408,0,0,728,74,0.157100943,123.0624051,130.6456117,0.941955903,0.866666667,0.7,0.433333333,0.4,0.366666667,34.93669946,94.82162427,0.368446541,2
1180,2023-09-19_14:35:28.707937,40,56,61134,10424,21227,11957,10750,9530,4076,1877,0,0,702,75,0.158286366,123.7588336,130.6820305,0.947022579,0.866666667,0.7,0.4,0.366666667,0.333333333,35.64832217,106.8418543,0.333655031,2
1181,2023-09-19_14:35:29.729641,38,53,24249,29645,11758,11251,4813,6117,4577,1115,0,0,748,75,0.158560302,123.8778789,130.9082332,0.946295553,0.866666667,0.7,0.433333333,0.4,0.333333333,37.43554345,98.03624835,0.381854101,2
1182,2023-09-19_14:35:30.756635,30,48,23432,10075,8392,12477,8693,4840,3663,1669,0,0,742,77,0.158057364,123.6219326,130.8471074,0.944781547,0.866666667,0.666666667,0.433333333,0.4,0.333333333,39.51109009,100.7298054,0.392248252,2
1183,2023-09-19_14:35:31.779595,21,41,21810,10348,6127,4930,5182,2443,3253,1765,0,0,758,78,0.156725016,122.8619641,130.1177186,0.944236999,0.866666667,0.633333333,0.433333333,0.4,0.333333333,40.90337249,108.4970639,0.37699981,2
1184,2023-09-19_14:35:32.797572,20,51,11929,15809,11633,23042,25297,7187,1748,2134,0,0,664,81,0.161421305,125.5212067,130.6023182,0.961094783,0.9,0.666666667,0.466666667,0.4,0.333333333,44.33247938,93.07708245,0.47629855,2
1185,2023-09-19_14:35:33.824038,23,60,30488,11829,86737,11487,14816,19557,5951,2822,0,0,664,92,0.166391683,128.4987505,130.5109323,0.984582274,0.866666667,0.633333333,0.433333333,0.4,0.333333333,45.39659489,109.7214691,0.413743958,2
1186,2023-09-19_14:35:34.842298,26,67,20238,32258,16300,11178,5025,4845,6556,2798,0,0,640,95,0.174550479,133.2052885,130.4760514,1.020917533,0.9,0.633333333,0.466666667,0.433333333,0.333333333,48.99453403,98.64765282,0.496661934,2
1187,2023-09-19_14:35:35.866096,29,67,40753,5131,45358,7005,6057,9981,6163,1077,0,0,714,95,0.17477093,133.3152654,130.6915294,1.020075792,0.9,0.633333333,0.466666667,0.433333333,0.366666667,50.73673811,110.450935,0.459359969,2
1188,2023-09-19_14:35:36.890596,29,74,4513,21883,16128,5158,5089,4088,1981,2396,0,0,652,98,0.173389881,132.4814285,130.2406261,1.017205095,0.9,0.633333333,0.466666667,0.433333333,0.333333333,55.27032197,95.28997617,0.580022414,2
1189,2023-09-19_14:35:37.915530,26,64,36268,1670,14891,8655,5416,6009,972,4394,0,0,652,111,0.168947492,129.5151471,128.9415799,1.004448272,0.833333333,0.566666667,0.4,0.366666667,0.266666667,57.39062755,111.6785804,0.513891091,2
1190,2023-09-19_14:35:38.942606,29,63,12419,23217,13418,5723,7877,5396,3036,593,0,0,744,109,0.168292378,129.192449,122.4632246,1.05494894,0.833333333,0.566666667,0.4,0.366666667,0.266666667,60.78944451,105.2109526,0.577786276,2
1191,2023-09-19_14:35:39.972837,24,63,22693,16537,20832,7965,9688,2892,2172,764,0,0,716,95,0.160266412,120.9263504,103.1664206,1.172148357,0.833333333,0.6,0.4,0.366666667,0.266666667,66.56778649,101.1817279,0.657903239,2
1192,2023-09-19_14:35:40.992051,26,56,13316,3594,14945,9554,6062,7956,1173,1725,0,0,562,96,0.10282741,75.08457454,47.7479012,1.572520941,0.833333333,0.6,0.4,0.366666667,0.266666667,69.16919397,108.0542267,0.640134089,2
1193,2023-09-19_14:35:42.025349,26,69,6487,4106,32901,11953,8861,4525,2618,1200,0,0,682,93,0.108147444,78.98368327,80.99042089,0.975222531,0.866666667,0.633333333,0.433333333,0.4,0.3,76.25489601,95.54631018,0.798093572,2
1194,2023-09-19_14:35:43.058113,26,78,11448,11187,54357,2569,4677,11220,2315,2078,0,0,726,93,0.104369754,75.79331545,81.23529045,0.933009718,0.866666667,0.633333333,0.433333333,0.4,0.266666667,79.16630347,113.0074355,0.70054066,2
1195,2023-09-19_14:35:44.078603,34,74,18347,5439,19083,4373,19103,4373,2210,1951,0,0,748,87,0.093248013,66.75314391,82.89835904,0.805240836,0.866666667,0.633333333,0.5,0.466666667,0.333333333,86.86039465,98.59096067,0.881017834,2
1196,2023-09-19_14:35:45.102000,24,69,24810,23939,23040,3617,12534,4541,3169,1333,0,0,722,83,0.087849756,62.53731331,82.95574225,0.753863586,0.866666667,0.666666667,0.5,0.466666667,0.333333333,90.03280441,106.1299002,0.848326478,-99
1197,2023-09-19_14:35:46.122320,34,56,46212,1640,27456,16466,10805,17426,2110,713,0,0,750,83,0.083973124,59.57613243,83.09778204,0.716940103,0.866666667,0.666666667,0.5,0.466666667,0.333333333,93.83517248,116.4170092,0.806026311,-99
1198,2023-09-19_14:35:47.147667,26,56,11182,5345,46966,6215,9842,4355,1780,1009,0,0,724,83,0.080457648,56.87819344,82.45207594,0.68983337,0.866666667,0.666666667,0.5,0.433333333,0.3,102.3231465,98.66815588,1.037043264,-99
1199,2023-09-19_14:35:48.164888,26,47,271625,378404,31225,26655,36359,33073,8115,11572,0,0,738,81,0.080634053,57.0297778,82.35164299,0.692515361,0.866666667,0.633333333,0.5,0.433333333,0.3,105.8397901,110.9173881,0.954221803,-99
1200,2023-09-19_14:35:49.189489,32,42,0,0,260,0,1805,954,0,0,0,0,697,76,0.07421086576584453,55.45136854204166,53.67899147223342,,0.5486903073271285,0.4559910988808857,0.3603263288007006,0.2857555557026784,0.2253833685121313,37.41222523201875,64.66944184952537,0.3713261795529042,-99
1201,2023-09-19_14:35:50.212865,54,66,107437,292264,55500,49929,25684,29824,21490,43574,0,0,819,109,0.12644823197845645,89.1690665263801,91.2974657356302,,0.853302608397612,0.7180971427113377,0.5704444600310257,0.45839203280677265,0.3664477139508348,140.2744036576114,120.74289897962682,1.1275213243506617,-99
1202,2023-09-19_14:35:51.224893,45,57,65595,167832,34001,28831,16390,18588,12394,19307,0,0,772,96,0.10611783677880836,76.04638873948824,76.65663477432498,,0.7347497617967446,0.6160874159268577,0.4886680429517765,0.39120319730698716,0.3115465177520091,100.24120730583749,98.9195256681628,0.8332157868313953,-99
1203,2023-09-19_14:35:52.242513,40,51,41056,94854,21392,16458,10940,11998,7059,5075,0,0,744,88,0.09419419702030958,68.35002666382819,68.0698860941665,,0.6652193163070388,0.5562593987094611,0.4407067255047556,0.35179739813657346,0.27934733621338403,76.7620074677516,86.1202643097,0.660607572684539,-99
1204,2023-09-19_14:35:53.259843,38,49,29465,60383,15437,10613,8365,8885,4540,0,0,0,731,85,0.08856216048323678,64.71471116532338,64.01400355487358,,0.6323771626217218,0.5280001099575655,0.4180525781387857,0.3331843818768248,0.2641383085538459,65.67179390648728,80.07463486446068,0.5790774536635349,-99
1205,2023-09-19_14:35:54.270610,64,76,153036,427872,78930,72921,35812,42069,31403,70020,0,0,871,123,0.1486047853631574,103.47047621764534,107.25339524929537,,0.9825043503620698,0.829269795041196,0.6595663650817114,0.5316160408001174,0.42628035726729535,183.90354334810053,144.52653579835825,1.4482625735700383,-99
1206,2023-09-19_14:35:55.286855,85,98,251568,720894,129558,122604,57698,68528,52823,127166,0,0,983,154,0.19648058736208102,134.37291157373633,141.73091117162681,,1.2616830163218018,1.0694912680395467,0.8521406615388355,0.6898382176607846,0.5555665208124356,278.17723370679727,195.9181339128076,2.1413191277143016,-99
1207,2023-09-19_14:35:56.303598,31,42,0,0,0,0,1608,716,0,0,0,0,696,75,0.07378134660096435,55.174126434907656,53.36967542471455,,0.5461856477193776,0.45383594487488366,0.3585986428395649,0.2843360607922381,0.2242234738956877,36.56644604791337,64.2083806164525,0.3651084023059043,-99
1208,2023-09-19_14:35:57.319820,53,64,100604,271943,51989,46484,24166,27989,20005,39611,0,0,812,107,0.12312820196775887,87.0260838816576,88.90656296685742,,0.8339424826005828,0.7014385706087455,0.5570900635126969,0.44741984323285966,0.35748214209581985,133.73683210492766,117.17906002729936,1.0794601230172338,-99
1209,2023-09-19_14:35:58.330257,79,92,224174,639427,115482,108791,51613,61172,46868,111278,0,0,952,145,0.18316999145939988,125.78130971518362,132.14535306064778,,1.1840647989325004,1.0027040640507807,0.7986004902130053,0.6458487413261169,0.5196219348857916,251.966936558202,181.63006422554042,1.9486331497305525,-99
1210,2023-09-19_14:35:59.348254,63,75,146960,409802,75808,69858,34463,40437,30082,66496,0,0,864,121,0.14565234503500854,101.56476200349205,105.12721032552584,,0.9652877541334186,0.8144556397695286,0.64769055109456,0.5218586787034691,0.4183074426176169,178.08980376197945,141.35728075789893,1.405522649961251,-99
1211,2023-09-19_14:36:00.365747,26,40,249479,282790,42002,13715,48082,10869,6953,2822,0,0,662,160,0.053787775,36.84103992,27.12169255,1.35836065,0.266666667,0.133333333,0.133333333,0.066666667,0.066666667,183.5659406,117.6859017,1.559795506,-99
1212,2023-09-19_14:36:01.376644,8,26,431105,1363022,6391,36830,26401,23361,8498,11650,0,0,662,159,0.047063714,31.86527194,26.11380927,1.220246024,0.166666667,0.1,0.1,0.066666667,0.066666667,190.1211352,118.2889944,1.607259713,-99
1213,2023-09-19_14:36:02.392570,13,1,32764,117045,5987,1761,4156,3402,901,210,0,0,662,159,0.042041351,28.26580187,26.02386173,1.086149403,0.166666667,0.1,0.1,0.066666667,0.066666667,195.2116309,109.6372286,1.780523216,-99
1214,2023-09-19_14:36:03.410560,7,7,114476,194811,67239,25575,17274,23994,9844,7621,0,0,662,162,0.0,0.0,0.0,,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,204.3239985,130.2705883,1.5684584,-99
1215,2023-09-19_14:36:04.420925,11,8,133655,777198,23067,7710,6258,8871,3263,755,0,0,662,160,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,209.9219056,120.0932227,1.747991277,-99
1216,2023-09-19_14:36:05.445943,13,20,30703,168611,5289,7115,5931,2765,2841,1060,0,0,662,163,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,217.3387428,129.5830596,1.677215706,-99
1217,2023-09-19_14:36:06.460318,14,37,42152,7540,4325,72059,13425,12196,6449,3785,0,0,662,165,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,223.8582623,129.0982489,1.734014707,-99
1218,2023-09-19_14:36:07.472700,59,71,128527,354984,66337,60563,30368,35487,26075,55806,0,0,843,116,0.13669584621991684,95.78360296084041,98.67723314263479,,0.9130596287241892,0.769515539584519,0.6116641789812713,0.49225882490664585,0.3941208739910311,160.45329093633586,131.74305460607212,1.275867167508462,-99
1219,2023-09-19_14:36:08.486260,44,55,60109,151516,31182,26065,15172,17114,11201,16126,0,0,765,94,0.10345203789498135,74.32569322650954,74.73687323247248,,0.7192046608265196,0.602711511861487,0.47794520755027836,0.38239314118549744,0.30434766371546135,94.9919020610268,96.0579618055947,0.794625323354495,-99
1220,2023-09-19_14:36:09.510425,34,45,12824,10894,6886,2222,4669,4416,922,0,0,0,712,80,0.08047630275572362,59.495525579071625,58.191014134199015,,0.5852260157112623,0.48742853574556627,0.3855282485586095,0.30646186323449387,0.2423028618163582,49.749686790554456,71.39498599398715,0.46202548878873156,-99
